открытие 14.09.2018;максимум 14.09.2018;минимум 14.09.2018;закрытие 14.09.2018;открытие 16.10.2018;максимум 16.10.2018;минимум 16.10.2018;закрытие 16.10.2018;открытие 14.11.2018;максимум 14.11.2018;минимум 14.11.2018;закрытие 14.11.2018;открытие 14.12.2018;максимум 14.12.2018;минимум 14.12.2018;закрытие 14.12.2018
107960;107960;107960;107960;116590;116590;116540;116560;111480;111570;111470;111510;111050;111180;111050;111180
107910;107910;107910;107910;116570;116600;116550;116580;111520;111570;111500;111510;111160;111170;111110;111120
107970;107970;107970;107970;116580;116610;116580;116590;111520;111520;111430;111480;111130;111190;111120;111170
107950;107950;107950;107950;116600;116610;116580;116600;111490;111520;111440;111470;111180;111200;111150;111170
107910;108000;107880;107880;116590;116670;116590;116640;111460;111520;111440;111520;111160;111170;111120;111130
107920;107920;107920;107920;116660;116670;116620;116650;111520;111560;111500;111550;111120;111140;111110;111110
107960;107960;107960;107960;116660;116740;116630;116690;111560;111800;111530;111780;111110;111150;111100;111150
107950;107950;107950;107950;116770;116830;116660;116770;111500;111500;111190;111350;111200;111500;111060;111080
108000;108000;108000;108000;116760;116760;116690;116720;111350;111370;111300;111340;111070;111090;110940;110980
107980;107980;107960;107960;116720;116720;116670;116690;111340;111350;111240;111250;110970;111070;110960;111010
107910;107910;107900;107900;116690;116800;116690;116740;111240;111310;111220;111290;111000;111020;110840;110840
107910;107910;107910;107910;116740;116830;116740;116770;111290;111310;111250;111280;110840;110890;110840;110880
107850;107870;107850;107870;116770;116780;116740;116750;111270;111300;111230;111290;110870;110960;110690;110940
107830;107830;107830;107830;116740;116740;116680;116710;111280;111360;111270;111290;110930;110940;110880;110890
107820;107820;107820;107820;116700;116800;116700;116790;111290;111320;111210;111250;110890;110960;110870;110940
107870;107870;107870;107870;116790;116940;116780;116870;111250;111320;111230;111310;110950;110950;110910;110920
107880;107880;107880;107880;116870;116940;116860;116890;111290;111290;111230;111250;110930;110980;110920;110960
107930;107930;107930;107930;116890;116950;116860;116900;111240;111270;111090;111130;110970;111030;110950;111000
107930;108020;107930;107990;116900;116990;116890;116970;111130;111230;111120;111160;110990;111040;110990;111010
108000;108000;108000;108000;116970;116990;116870;116870;111170;111200;111120;111160;111000;111040;110980;111010
108000;108050;108000;108050;116870;116880;116780;116830;111160;111280;111150;111260;111010;111010;110970;110970
108050;108050;108050;108050;116840;116840;116770;116800;111260;111270;111230;111240;110980;110990;110960;110970
108050;108050;108050;108050;116800;116810;116780;116800;111240;111280;111210;111270;110980;111030;110970;110990
108050;108080;108050;108070;116800;116800;116750;116760;111280;111340;111270;111320;110990;110990;110950;110960
108080;108100;108070;108070;116760;116780;116690;116690;111320;111340;111270;111290;110970;110990;110950;110980
108070;108070;108070;108070;116690;116710;116620;116690;111270;111320;111240;111260;110990;111000;110930;110960
108070;108100;108070;108100;116680;116700;116590;116600;111270;111280;111240;111260;110940;110980;110860;110880
108090;108110;108080;108080;116590;116650;116570;116620;111270;111310;111140;111160;110870;110880;110750;110760
108070;108130;108070;108130;116630;116640;116560;116560;111170;111200;111100;111150;110760;110840;110750;110840
108120;108120;108120;108120;116560;116600;116550;116590;111160;111210;111110;111190;110820;110890;110800;110870
108120;108120;108120;108120;116580;116590;116560;116580;111190;111210;111110;111150;110880;110910;110840;110900
108140;108150;108140;108150;116580;116620;116560;116610;111160;111180;111030;111090;110900;110910;110840;110850
108120;108140;108110;108140;116600;116650;116510;116520;111100;111150;111050;111100;110840;110910;110810;110830
108120;108140;108120;108140;116520;116540;116470;116490;111090;111110;111060;111060;110810;110920;110810;110830
108140;108140;108120;108130;116480;116510;116450;116500;111070;111130;111070;111110;110830;110900;110830;110870
108140;108140;108140;108140;116510;116560;116500;116520;111120;111140;111050;111110;110880;110900;110870;110880
108140;108140;108140;108140;116510;116550;116500;116550;111100;111170;111060;111140;110900;110920;110810;110820
108140;108140;108140;108140;116550;116610;116520;116550;111130;111140;111090;111120;110820;110850;110820;110850
108130;108130;108130;108130;116540;116590;116530;116570;111130;111170;111110;111120;110850;110850;110810;110830
108070;108080;108070;108080;116570;116640;116570;116610;111130;111140;111060;111100;110820;110830;110760;110760
108160;108200;108160;108200;116610;116610;116560;116560;111110;111150;111080;111100;110780;110820;110780;110810
108170;108170;108170;108170;116570;116580;116550;116570;111100;111110;111050;111050;110810;110840;110790;110830
108170;108170;108170;108170;116570;116600;116550;116550;111060;111120;111050;111120;110820;110840;110800;110840
108140;108170;108140;108170;116570;116610;116570;116610;111120;111130;111060;111080;110830;110850;110820;110840
108150;108150;108150;108150;116610;116640;116570;116580;111080;111110;111060;111060;110830;110920;110830;110890
108140;108140;108130;108140;116600;116600;116530;116550;111070;111090;111030;111080;110890;110910;110860;110890
108140;108140;108080;108100;116550;116550;116520;116540;111080;111140;111080;111090;110880;110880;110840;110850
108090;108120;108090;108100;116530;116560;116520;116550;111100;111110;110970;110970;110840;110850;110770;110800
108100;108180;108100;108180;116550;116590;116540;116590;110970;110990;110930;110940;110800;110840;110800;110830
108130;108130;108130;108130;116570;116580;116540;116560;110940;110960;110920;110960;110820;110870;110800;110830
108110;108110;108090;108090;116550;116600;116550;116570;110960;111000;110950;110980;110830;110850;110820;110850
108100;108100;108100;108100;116580;116630;116570;116600;110990;111030;110980;111000;110850;110850;110790;110790
108090;108090;108090;108090;116590;116610;116570;116570;111000;111060;110970;111060;110790;110800;110770;110800
108110;108110;108110;108110;116580;116590;116570;116580;111060;111090;111040;111060;110790;110810;110670;110700
108090;108090;108090;108090;116580;116610;116560;116580;111050;111110;111050;111060;110690;110720;110520;110540
108090;108090;108090;108090;116570;116580;116570;116580;111060;111250;111050;111240;110540;110620;110460;110610
108090;108090;108090;108090;116570;116590;116560;116580;111250;111370;111230;111340;110610;110670;110590;110640
108100;108100;108100;108100;116580;116590;116530;116540;111330;111340;111200;111210;110640;110680;110600;110670
108130;108140;108130;108140;116550;116570;116540;116550;111210;111270;111180;111250;110670;110710;110660;110680
108160;108160;108160;108160;116560;116570;116540;116570;111240;111390;111240;111370;110690;110720;110660;110670
108200;108220;108200;108220;116580;116620;116560;116580;111380;111470;111370;111410;110660;110690;110650;110670
108230;108240;108230;108240;116570;116600;116570;116590;111410;111420;111350;111410;110660;110660;110600;110640
108220;108230;108220;108230;116570;116600;116570;116600;111410;111430;111260;111290;110640;110760;110640;110730
108250;108260;108220;108220;116590;116600;116540;116540;111300;111320;111260;111320;110730;110780;110730;110750
108250;108250;108250;108250;116550;116590;116550;116580;111330;111370;111320;111350;110740;110750;110700;110740
108250;108250;108250;108250;116580;116590;116560;116570;111360;111370;111280;111290;110740;110760;110660;110740
108250;108250;108250;108250;116570;116590;116570;116570;111300;111350;111290;111310;110730;110790;110730;110780
108260;108260;108250;108250;116570;116580;116560;116580;111310;111310;111250;111300;110780;110800;110750;110760
108260;108280;108260;108280;116590;116620;116580;116590;111310;111380;111310;111330;110760;110790;110760;110770
108210;108210;108210;108210;116590;116620;116590;116600;111330;111380;111330;111350;110780;110800;110760;110770
108210;108210;108180;108180;116590;116620;116590;116590;111370;111370;111290;111300;110770;110780;110750;110780
108230;108230;108230;108230;116590;116610;116580;116600;111310;111340;111300;111300;110790;110800;110750;110750
108240;108240;108240;108240;116610;116620;116610;116610;111300;111330;111270;111330;110750;110760;110670;110680
108230;108230;108230;108230;116610;116620;116610;116610;111330;111340;111290;111290;110680;110720;110650;110700
108260;108280;108260;108280;116620;116620;116600;116600;111290;111310;111250;111260;110690;110720;110660;110700
108280;108280;108280;108280;116600;116660;116600;116660;111270;111340;111260;111320;110700;110710;110670;110710
108250;108250;108250;108250;116650;116660;116610;116640;111320;111320;111240;111280;110720;110740;110710;110720
108250;108250;108250;108250;116640;116650;116580;116600;111280;111310;111280;111290;110710;110730;110700;110700
108300;108400;108300;108350;116600;116620;116600;116610;111310;111330;111290;111310;110690;110750;110690;110740
108330;108330;108300;108300;116600;116610;116600;116610;111300;111370;111270;111340;110750;110770;110750;110750
108290;108290;108290;108290;116600;116610;116590;116610;111350;111470;111350;111450;110760;110780;110730;110770
108260;108290;108260;108290;116610;116640;116610;116630;111460;111620;111460;111560;110780;110790;110760;110770
108260;108260;108260;108260;116630;116650;116610;116630;111570;111590;111510;111510;110770;110790;110750;110750
108280;108280;108280;108280;116640;116660;116630;116650;111520;111670;111520;111600;110760;110790;110750;110790
108350;108350;108350;108350;116650;116680;116640;116650;111610;111660;111610;111650;110790;110790;110760;110760
108340;108370;108330;108330;116650;116670;116650;116660;111650;111700;111640;111670;110780;110800;110760;110800
108330;108330;108290;108290;116670;116700;116670;116680;111670;111700;111630;111630;110800;110800;110750;110780
108300;108300;108300;108300;116670;116680;116660;116670;111640;111640;111590;111620;110780;110790;110750;110750
108340;108340;108340;108340;116690;116730;116680;116720;111600;111650;111580;111640;110750;110790;110750;110770
108320;108320;108320;108320;116720;116770;116710;116730;111640;111650;111610;111630;110760;110770;110750;110760
108320;108320;108320;108320;116740;116800;116730;116780;111640;111690;111640;111660;110770;110810;110760;110810
108320;108320;108300;108320;116800;116820;116780;116780;111660;111680;111600;111600;110810;110810;110760;110780
108310;108310;108310;108310;116780;116790;116720;116770;111600;111630;111580;111610;110770;110850;110760;110810
108290;108290;108290;108290;116760;116760;116720;116720;111600;111610;111530;111550;110810;110830;110790;110830
108230;108230;108210;108230;116730;116740;116720;116740;111550;111590;111530;111560;110840;110840;110810;110810
108260;108260;108260;108260;116750;116760;116750;116760;111550;111550;111500;111500;110810;110830;110790;110790
108280;108280;108280;108280;116770;116790;116760;116780;111500;111530;111480;111510;110790;110820;110790;110790
108240;108250;108240;108250;116790;116810;116760;116810;111510;111510;111430;111470;110790;110810;110790;110810
108240;108240;108230;108230;116810;116860;116800;116820;111470;111490;111360;111360;110800;110820;110790;110820
108210;108210;108210;108210;116810;116810;116780;116790;111370;111370;111250;111290;110820;110830;110810;110820
108200;108200;108200;108200;116790;116840;116790;116820;111290;111360;111290;111360;110820;110830;110810;110820
108180;108180;108180;108180;116820;116830;116790;116800;111360;111360;111300;111360;110810;110810;110770;110790
108190;108190;108190;108190;116800;116820;116680;116710;111360;111370;111300;111310;110780;110790;110750;110760
108170;108170;108170;108170;116700;116730;116680;116700;111320;111320;111180;111240;110760;110810;110750;110810
108190;108190;108190;108190;116700;116750;116700;116740;111230;111250;111150;111160;110800;110810;110800;110800
108180;108180;108180;108180;116750;116770;116730;116770;111170;111220;111150;111160;110790;110800;110780;110790
108150;108150;108150;108150;116770;116780;116740;116770;111170;111170;111040;111120;110780;110790;110740;110750
108140;108140;108100;108100;116780;116840;116780;116840;111110;111180;111070;111150;110750;110750;110690;110700
108070;108100;108050;108050;116830;116870;116830;116840;111160;111230;111120;111210;110700;110720;110680;110680
108120;108120;108120;108120;116850;116850;116800;116800;111210;111320;111200;111300;110680;110700;110680;110700
108130;108130;108130;108130;116800;116860;116800;116850;111310;111450;111290;111370;110680;110700;110670;110690
108140;108140;108140;108140;116840;116870;116820;116830;111370;111410;111350;111380;110680;110730;110670;110690
108140;108180;108140;108180;116830;116850;116820;116850;111390;111390;111280;111350;110710;110730;110700;110720
108180;108180;108180;108180;116860;116890;116850;116870;111350;111530;111320;111360;110710;110750;110700;110750
108190;108260;108190;108260;116870;116870;116840;116840;111360;111380;111270;111290;110730;110740;110710;110720
108200;108200;108190;108190;116850;116890;116820;116890;111300;111410;111290;111400;110720;110730;110710;110720
108220;108220;108220;108220;116890;116910;116860;116870;111400;111410;111300;111300;110720;110760;110720;110740
108260;108260;108260;108260;116870;116890;116830;116830;111310;111370;111310;111320;110740;110780;110730;110770
108280;108280;108280;108280;116840;116850;116780;116790;111310;111340;111270;111280;110780;110790;110750;110790
108220;108220;108220;108220;116790;116830;116780;116790;111280;111290;111210;111210;110790;110800;110740;110750
108230;108230;108230;108230;116790;116830;116790;116820;111230;111230;111180;111190;110750;110760;110730;110730
108230;108230;108230;108230;116810;116820;116720;116760;111200;111250;111130;111250;110720;110740;110700;110700
108200;108200;108180;108180;116760;116780;116710;116710;111240;111350;111200;111300;110710;110750;110680;110680
108230;108230;108230;108230;116720;116750;116670;116730;111330;111340;111280;111290;110700;110700;110650;110670
108300;108310;108300;108300;116730;116740;116700;116710;111280;111330;111280;111290;110680;110700;110670;110680
108300;108300;108280;108280;116730;116730;116690;116710;111290;111310;111280;111300;110700;110700;110670;110680
108300;108300;108300;108300;116720;116740;116720;116730;111300;111340;111280;111340;110680;110710;110670;110690
108330;108330;108330;108330;116730;116750;116700;116720;111320;111350;111260;111310;110680;110720;110670;110700
108330;108330;108290;108290;116710;116730;116700;116700;111320;111350;111310;111340;110700;110740;110690;110730
108340;108340;108340;108340;116700;116710;116690;116690;111350;111360;111270;111280;110740;110780;110740;110760
108340;108350;108310;108310;116690;116730;116680;116730;111270;111320;111270;111280;110750;110790;110740;110750
108370;108380;108310;108310;116740;116740;116710;116710;111280;111300;111280;111300;110760;110770;110760;110760
;;;;116710;116760;116700;116750;111300;111330;111180;111200;110750;110800;110740;110780
;;;;116740;116750;116720;116750;111190;111190;111060;111090;110780;110800;110750;110770
;;;;116740;116750;116720;116740;111070;111120;111020;111100;110770;110790;110750;110790
;;;;116740;116740;116720;116730;111110;111150;111100;111140;110780;110800;110760;110760
;;;;116740;116800;116730;116780;111150;111180;111130;111160;110760;110780;110740;110750
;;;;116790;116820;116750;116770;111160;111260;111160;111180;110770;110800;110750;110780
;;;;116770;116790;116760;116760;111180;111190;111100;111140;110790;110800;110760;110770
;;;;116770;116810;116760;116790;111140;111220;111120;111120;110770;110770;110710;110710
;;;;116820;116820;116770;116780;111130;111200;111120;111130;110720;110730;110690;110720
;;;;116790;116820;116780;116820;111110;111210;111100;111140;110730;110730;110710;110710
;;;;116810;116820;116790;116810;111140;111230;111100;111210;110720;110720;110640;110670
;;;;116810;116810;116760;116760;111200;111220;111170;111180;110680;110700;110660;110690
;;;;116770;116770;116760;116760;111170;111200;111120;111200;110680;110710;110660;110660
;;;;116750;116780;116750;116770;111190;111220;111140;111150;110650;110660;110620;110650
;;;;116780;116790;116780;116780;111140;111170;111070;111110;110650;110660;110630;110650
;;;;116770;116800;116770;116790;111110;111130;111050;111090;110630;110680;110630;110630
;;;;116800;116820;116770;116800;111080;111090;111060;111080;110650;110670;110650;110650
;;;;116800;116820;116770;116770;111070;111120;111050;111090;110650;110690;110650;110680
;;;;116770;116780;116760;116780;111090;111090;110950;111040;110680;110710;110670;110680
;;;;116770;116830;116760;116810;111040;111090;111020;111080;110660;110670;110640;110650
;;;;116800;116820;116790;116820;111080;111080;111030;111060;110630;110680;110630;110650
;;;;116830;116880;116810;116810;111060;111070;111000;111000;110650;110690;110650;110650
;;;;116800;116830;116790;116830;111010;111010;110960;110960;110640;110660;110630;110630
;;;;116820;116830;116780;116780;110970;111020;110960;111010;110650;110670;110640;110650
;;;;116790;116800;116770;116800;111010;111070;111010;111070;110640;110640;110560;110560
;;;;116800;116830;116790;116810;111050;111120;111020;111090;110560;110640;110550;110630
;;;;116820;116840;116810;116820;111100;111130;111070;111130;110620;110650;110620;110630
;;;;116820;116850;116810;116830;111130;111130;111090;111100;110640;110680;110640;110660
;;;;116830;116850;116830;116840;111090;111120;111080;111080;110670;110700;110660;110680
;;;;116830;116850;116820;116820;111080;111150;111080;111150;110690;110700;110670;110680
;;;;116820;116830;116810;116830;111150;111170;111060;111070;110690;110720;110690;110720
;;;;116820;116850;116820;116830;111080;111090;110990;111020;110720;110740;110690;110730
;;;;116840;116840;116820;116820;111030;111030;111000;111020;110730;110740;110720;110730
;;;;116840;116860;116840;116850;111020;111040;110990;111000;110750;110750;110730;110740
;;;;116850;116860;116830;116830;111000;111000;110830;110880;110750;110770;110750;110760
;;;;116830;116840;116820;116830;110880;110930;110860;110860;110770;110780;110750;110770
;;;;116830;116850;116820;116830;110850;110910;110830;110880;110780;110790;110740;110770
;;;;116830;116850;116810;116810;110880;110920;110880;110920;110760;110760;110720;110730
;;;;116810;116830;116810;116830;110920;110940;110880;110900;110720;110730;110690;110700
;;;;116820;116830;116800;116800;110900;110950;110900;110940;110710;110720;110700;110720
;;;;116810;116810;116790;116800;110930;110950;110880;110950;110730;110740;110710;110740
;;;;116800;116820;116790;116810;110950;111000;110920;111000;110730;110760;110730;110760
;;;;116830;116830;116810;116820;111000;111000;110960;110990;110750;110760;110720;110730
;;;;116820;116830;116810;116830;111000;111040;110970;111020;110750;110750;110720;110720
;;;;116820;116830;116800;116810;111030;111050;111000;111010;110750;110760;110740;110760
;;;;116820;116850;116810;116840;111010;111160;111010;111140;110750;110760;110740;110750
;;;;116840;116850;116790;116790;111140;111220;111140;111170;110740;110750;110710;110720
;;;;116800;116820;116800;116810;111170;111190;111140;111180;110710;110750;110710;110750
;;;;116800;116810;116760;116800;111180;111210;111130;111150;110750;110750;110730;110740
;;;;116790;116800;116780;116790;111130;111190;111110;111160;110740;110760;110730;110750
;;;;116780;116790;116760;116770;111150;111160;111070;111080;110740;110760;110740;110750
;;;;116770;116780;116750;116760;111070;111080;110990;111010;110750;110770;110750;110750
;;;;116750;116780;116750;116770;111020;111020;110880;110920;110770;110780;110750;110760
;;;;116770;116770;116710;116720;110910;110920;110860;110900;110760;110770;110740;110750
;;;;116720;116730;116710;116730;110890;110890;110730;110760;110750;110780;110750;110780
;;;;116730;116760;116710;116750;110760;110780;110650;110680;110780;110800;110770;110790
;;;;116740;116760;116730;116740;110680;110790;110650;110780;110800;110840;110780;110780
;;;;116740;116740;116700;116720;110770;110830;110770;110790;110770;110790;110760;110760
;;;;116730;116740;116710;116730;110800;110810;110760;110780;110770;110780;110740;110760
;;;;116730;116730;116710;116720;110770;110830;110760;110810;110750;110780;110750;110760
;;;;116710;116730;116700;116730;110810;110850;110800;110850;110750;110750;110720;110730
;;;;116730;116760;116730;116750;110850;110950;110830;110930;110710;110720;110680;110680
;;;;116750;116770;116750;116750;110920;111040;110920;111010;110700;110700;110660;110680
;;;;116760;116780;116760;116760;110990;111000;110960;110970;110680;110690;110660;110670
;;;;116770;116810;116770;116790;110990;111140;110950;111100;110680;110720;110680;110720
;;;;116780;116780;116740;116740;111100;111300;111090;111250;110710;110740;110710;110730
;;;;116740;116750;116730;116730;111250;111250;111160;111230;110720;110750;110710;110710
;;;;116730;116740;116730;116730;111210;111240;111150;111240;110700;110720;110670;110680
;;;;116720;116730;116720;116730;111250;111300;111180;111220;110670;110700;110670;110690
;;;;116730;116800;116730;116800;111220;111240;111150;111170;110680;110690;110680;110690
;;;;116790;116790;116750;116770;111170;111190;111130;111150;110690;110700;110680;110700
;;;;116760;116780;116750;116760;111140;111240;111140;111230;110710;110730;110710;110730
;;;;116760;116770;116760;116760;111240;111250;111170;111200;110730;110740;110700;110740
;;;;116750;116770;116740;116740;111200;111210;111110;111120;110740;110760;110740;110760
;;;;116740;116750;116730;116740;111130;111170;111100;111120;110750;110780;110750;110750
;;;;116740;116750;116720;116740;111110;111110;111030;111030;110750;110760;110730;110750
;;;;116740;116790;116740;116770;111020;111040;110860;110910;110760;110760;110680;110700
;;;;116770;116770;116740;116750;110910;111050;110890;111040;110700;110710;110610;110640
;;;;116750;116770;116740;116740;111050;111050;110970;110970;110640;110720;110610;110700
;;;;116740;116770;116740;116750;110960;110970;110940;110940;110700;110750;110680;110720
;;;;116750;116780;116740;116770;110940;110950;110890;110940;110700;110750;110700;110700
;;;;116760;116780;116750;116780;110940;111090;110940;111060;110710;110710;110650;110680
;;;;116790;116800;116790;116790;111070;111100;111040;111090;110650;110700;110640;110660
;;;;116800;116820;116790;116810;111080;111100;111000;111020;110640;110690;110640;110660
;;;;116810;116820;116800;116810;111030;111070;111020;111040;110650;110670;110600;110630
;;;;116800;116820;116790;116800;111040;111060;110970;111000;110620;110670;110620;110640
;;;;116800;116840;116800;116830;111020;111130;110990;111110;110650;110670;110620;110630
;;;;116840;116840;116800;116800;111120;111220;111110;111190;110630;110640;110600;110600
;;;;116810;116820;116800;116810;111180;111250;111180;111180;110600;110610;110580;110600
;;;;116820;116840;116820;116830;111190;111200;111120;111130;110600;110610;110560;110570
;;;;116830;116860;116820;116850;111140;111220;111090;111110;110570;110620;110560;110620
;;;;116840;116860;116820;116830;111130;111140;111030;111070;110620;110670;110600;110600
;;;;116820;116840;116820;116820;111070;111140;111040;111090;110610;110610;110540;110550
;;;;116820;116840;116820;116830;111090;111130;111070;111070;110540;110590;110530;110580
;;;;116820;116890;116820;116880;111080;111110;111040;111080;110580;110610;110570;110600
;;;;116880;116910;116870;116900;111090;111110;111050;111090;110590;110650;110590;110630
;;;;116880;116930;116880;116920;111090;111160;111080;111160;110640;110650;110620;110630
;;;;116920;116920;116880;116880;111160;111170;111080;111110;110620;110630;110530;110550
;;;;116890;116940;116880;116910;111090;111170;111090;111170;110550;110610;110540;110610
;;;;116920;116940;116920;116920;111180;111200;111150;111160;110600;110600;110560;110580
;;;;116930;116940;116910;116910;111170;111260;111130;111250;110590;110640;110590;110630
;;;;116920;116920;116900;116910;111240;111250;111180;111250;110640;110660;110590;110590
;;;;116900;116900;116860;116870;111240;111340;111220;111330;110600;110630;110600;110630
;;;;116880;116890;116870;116890;111320;111340;111260;111290;110640;110650;110580;110580
;;;;116880;116890;116830;116890;111300;111420;111290;111410;110590;110610;110590;110610
;;;;116880;116900;116840;116840;111390;111460;111380;111420;110600;110600;110550;110600
;;;;116840;116840;116810;116820;111420;111560;111370;111530;110600;110660;110600;110650
;;;;116810;116850;116810;116850;111540;111640;111530;111580;110650;110670;110630;110660
;;;;116840;116860;116830;116840;111590;111700;111520;111630;110660;110680;110630;110640
;;;;116830;116860;116820;116860;111620;111670;111590;111640;110640;110670;110620;110650
;;;;116860;116910;116860;116890;111650;111650;111520;111540;110640;110730;110640;110680
;;;;116900;116900;116870;116890;111530;111630;111530;111590;110680;110710;110670;110700
;;;;116900;117000;116900;116950;111610;111640;111580;111630;110710;110750;110710;110710
;;;;116950;116960;116880;116940;111630;111640;111580;111620;110720;110760;110720;110760
;;;;116930;116940;116870;116870;111600;111640;111600;111640;110740;110750;110710;110730
;;;;116890;116890;116780;116790;111640;111700;111620;111680;110730;110740;110710;110740
;;;;116790;116830;116780;116790;111670;111740;111630;111630;110750;110760;110730;110760
;;;;116780;116860;116780;116850;111630;111720;111600;111680;110750;110760;110710;110710
;;;;116840;116850;116830;116840;111690;111730;111670;111720;110720;110730;110700;110710
;;;;116830;116850;116830;116830;111710;111860;111700;111800;110690;110720;110690;110710
;;;;116830;116840;116820;116840;111810;111830;111770;111790;110720;110770;110720;110750
;;;;116830;116860;116830;116860;111790;111810;111750;111750;110760;110820;110750;110800
;;;;116860;116860;116840;116840;111760;111760;111680;111690;110790;110800;110750;110750
;;;;116840;116870;116840;116870;111700;111780;111700;111770;110760;110790;110760;110770
;;;;116860;116880;116860;116880;111760;111820;111760;111820;110770;110770;110720;110730
;;;;116870;116880;116860;116880;111820;111840;111740;111760;110730;110770;110720;110730
;;;;116880;116890;116880;116890;111770;111800;111710;111710;110740;110740;110700;110720
;;;;116870;116900;116870;116900;111740;111800;111720;111800;110710;110740;110710;110740
;;;;116900;116900;116870;116870;111800;111850;111780;111830;110720;110730;110710;110720
;;;;116870;116870;116840;116860;111840;111920;111820;111860;110710;110730;110680;110730
;;;;116860;116910;116860;116910;111870;111870;111770;111780;110740;110740;110670;110690
;;;;116920;116930;116910;116910;111780;111800;111730;111730;110690;110720;110690;110690
;;;;116910;116910;116880;116900;111730;111790;111720;111770;110680;110730;110680;110720
;;;;116900;116910;116900;116910;111760;111840;111760;111770;110720;110720;110700;110710
;;;;116910;116920;116890;116910;111790;111860;111780;111830;110700;110700;110690;110690
;;;;116910;116990;116900;116970;111840;111880;111820;111880;110680;110730;110670;110710
;;;;116960;117180;116960;117150;111890;111890;111840;111850;110720;110740;110710;110710
;;;;117140;117190;117090;117090;111850;111870;111830;111860;110700;110710;110690;110690
;;;;117100;117180;117100;117170;111860;111890;111780;111780;110680;110710;110680;110700
;;;;117180;117290;117170;117250;111780;111830;111760;111800;110700;110730;110680;110710
;;;;117250;117290;117240;117250;111800;111820;111780;111800;110720;110830;110720;110790
;;;;117250;117340;117250;117320;111820;111820;111790;111810;110780;110800;110750;110750
;;;;117310;117380;117290;117370;111800;111800;111730;111750;110760;110820;110760;110770
;;;;117380;117380;117250;117260;111740;111810;111730;111800;110770;110780;110740;110760
;;;;117260;117280;117210;117250;111790;111790;111720;111740;110750;110760;110730;110730
;;;;117260;117300;117200;117270;111730;111760;111720;111730;110730;110790;110730;110770
;;;;117270;117280;117260;117270;111720;111760;111720;111760;110770;110790;110740;110750
;;;;117260;117290;117260;117270;111770;111790;111740;111750;110760;110770;110760;110760
;;;;117270;117310;117270;117310;111760;111790;111750;111770;110770;110810;110770;110810
;;;;117320;117500;117310;117410;111760;111810;111760;111780;110790;110870;110790;110870
;;;;117390;117410;117360;117370;111790;111800;111750;111760;110860;110880;110830;110850
;;;;117370;117390;117360;117370;111740;111780;111740;111770;110860;110860;110830;110830
;;;;117370;117390;117310;117340;111770;111800;111770;111800;110850;110860;110810;110830
;;;;117320;117340;117310;117340;111790;111800;111780;111790;110810;110830;110780;110780
;;;;117330;117340;117310;117320;111790;111810;111790;111800;110780;110780;110730;110730
;;;;117310;117320;117280;117280;111790;111840;111790;111820;110740;110750;110710;110720
;;;;117280;117310;117270;117280;111830;111850;111820;111850;110710;110710;110660;110690
;;;;117280;117350;117260;117320;111840;111850;111780;111790;110680;110700;110650;110680
;;;;117320;117340;117290;117300;111790;111810;111750;111750;110670;110710;110650;110700
;;;;117300;117300;117270;117290;111760;111860;111740;111820;110680;110720;110610;110630